"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct65up","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","NumImmig","PctImmigRec10","PctRecImmig10","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murders","rapes","robberies","assaults","burglaries","larcenies","autoTheft","arsons","ViolentCrimesPerPop","nonViolPerPop"
"194",21130,2.63,3.38,94.56,1.22,1.16,12.83,13.45,35151,75.96,0.42,51.72,30.99,5.46,20.97,39845,16881,16548,14600,10023,78927,1332,9798,6.61,4.24,15.89,23.59,5.11,61.68,21.93,24.02,12.92,30.74,8.19,22.73,11.03,3.01,78.14,77.35,79.51,84.23,64.01,70.42,1.01,2.19592995740653,11.42,0.25,0.28,3.69,2.85,2.61,2.67,2.32,82.54,1.17,33.7,3,260,96.86,80.41,1.15,33.85,1958,1.72,0.1,56400,385,445,25.2,15.9,12.4,2.2,77.32,60.56,88.63,94.3,30.4,695.4,0.14,0,1553.662853877,330,233,673,510,151,3,10017.3348503407,136
"195",11482,2.94,0.41,97.09,0.57,0.74,13.43,4.46,45489,90.02,1.3,41.75,12.59,3.45,7.79,47908,18182,18085,6082,26405,6410,1577,13364,3.74,2.92,10.14,25.7,3.36,77.4,19.16,18.67,11.6,27.53,7.75,25.28,8.63,3.28,85.13,84.67,90.64,84.12,70.99,76.71,1.81,1.14091621668699,6.11,0.07,0.33,3.64,2.95,2.94,3.06,2.43,85.17,1.33,28.32,3,276,93.39,82.03,1.09,56.52,1978,0.87,1.24,99600,488,566,25.5,23,13.3,1.14,76.21,48.44,70.49,94.07,13.5,847.8,0.6,0,3896.8888141982,206,258,354,785,118,79,37980.2195976154,594
"196",25198,2.82,34.48,62.68,0.28,3.25,16.05,8.56,26634,72.75,0.78,31.78,24.69,19.44,21.09,31042,11346,12539,9542,5616,5929,1409,7309,23.38,9.44,28.86,6.22,14.01,51,33.1,18.54,27.43,13.89,11.13,31.7,15.94,3.21,55.93,51.06,58.34,59.29,52.94,59.12,8.09,1.58742757361695,5.25,0.08,0.51,6.61,5.19,2.82,2.73,3.15,74.59,4.45,32.74,3,439,95.31,77.22,14.58,48.75,1960,5.83,0.12,39800,308,423,35.1,15.9,13.2,1.59,73.72,62.54,92.24,96.03,32.5,774.3,0.91,1,1011.8907681536,354,79,503,1222,205,35,5738.11718451306,1360
"197",20123,2.64,21.19,76.52,1.39,2,15.16,10.46,26276,78.75,1.24,37.76,24.72,7.83,18.63,31299,12389,14110,6672,5937,7096,85,8634,15.04,10.19,23.09,23.16,5.45,61.82,18.18,22.93,15.89,29.44,8.88,24.35,12.37,3.07,75.01,69.74,74.21,78.03,54.97,65.08,2.66,3.14565422650698,37.28,1.17,0.51,3.91,2.91,2.61,2.67,2.51,64.47,2.5,33.51,3,830,90.2,63,0.72,34.1,1973,9.72,0.52,64500,271,361,23.6,20,12.3,3.13,52.53,47.05,65.64,75.57,32.1,625.9,0.39,4,133,122,146,247,1081,323,830.1465306,4,12329.9037449684
"198",12392,2.44,0.15,99.3,0.4,0.39,12.48,15.82,24296,74.16,1.3,49.48,35.23,6.66,13.34,31505,12171,12250,380,45500,1414,2,0,10.72,8.37,17.27,14.91,3.73,59.68,15.44,31.85,18.59,20.85,9.48,21.51,11.67,2.97,77.09,76.67,86.73,71.95,70.4,76.8,0.73,1.14590058102001,45.77,0.52,0.3,3.49,2.3,2.37,2.51,2.05,72.23,1.1,49.23,3,246,95.39,67.95,2.03,39.02,1939,4.56,0.41,38900,232,294,22.7,16.4,13.2,1.15,82.45,54.82,81.51,93.19,9.2,1351.7,0.26,1,49,2,67,646,865,200,6362.865916,182,65153.8566494512
"199",180650,2.86,8.87,79.67,4.47,11.63,14.48,5.12,37274,90.6,1.12,38.97,12.87,3.02,9.29,41174,15056,16424,9826,12773,11461,1535,8356,7.83,6.37,17.45,24.32,4.9,74.7,21.18,17.67,11.62,26.97,10.17,25.8,15.23,3.26,77.86,74.78,87.78,77.34,67.67,74.68,2.5,8.84029892056463,55.94,4.95,3.53,5.95,4.62,2.85,2.91,2.75,65.52,6.42,34.26,3,6402,90.8,64.24,1.27,29.83,1975,4.42,0.33,73100,411,494,24.9,21.7,12.4,8.84,57.09,45.93,79.08,89.29,59.4,3040.6,2.11,12,17,202,262.286666666667,344,1265,13,31,273.062090598764,1538
"200",30938,2.51,0.24,98.19,0.4,2.11,12.52,15.09,28312,70.75,0.23,38.64,35.4,8.63,24.32,33938,13190,13268,10055,8584,9421,1722,6856,9.73,9.98,31.07,7.85,8.07,54.87,25.56,19.82,19.89,17.5,11.46,28.91,12.71,3.09,72.7,70.91,75.71,78.19,55.41,63.3,2.16,3.88518973430732,5.32,0.21,0.66,4.59,3.12,2.5,2.67,2.09,74.96,1.57,45.14,3,503,96.08,70.03,2.98,39.56,1946,2.4,0.27,49400,347,412,24.8,15.7,14.8,3.89,77.77,65.25,93.54,96.15,5.5,5625.1,1.75,0,1468.2056340331,100,233,10,1198,591,2,5821.98472439427,612
"201",11066,2.41,0.05,99.11,0.61,0.28,13.55,14.15,24573,78.16,2.45,42.75,30.81,7.78,8.68,30971,12805,12876,0,2456,0,638,8615,9.87,6.32,14.7,16.09,1.83,66.26,15.31,23.63,18.25,23.05,8.32,21.74,11.01,2.99,78.72,80.01,90.23,84.83,74.76,80.31,0.81,0.451834447858305,18,0.08,0.13,2.58,1.68,2.35,2.59,1.97,67.78,1.02,44.73,3,227,95.29,61.63,2.2,47.58,1957,5,0.58,45300,219,264,22.3,16.9,12.2,0.45,76.74,52.09,77.35,91.25,10.4,1067,0.48,0,2,2,2,864,469,619,343.3433008,2,20742.3034592445
"202",368383,2.29,13.02,78.44,4.27,2.14,12.32,10.92,25324,77.11,0.61,44.03,22.69,10.55,12.56,32998,14830,16936,7771,5609,6072,1696,8660,18.53,6.54,17.42,30.3,6.67,64.45,14.13,30.89,11.72,31.78,12.01,47.84,14.11,2.97,57.57,54.43,64.94,57.7,60.21,66.95,8.98,6.14143432243073,59.78,3.67,1.77,5.42,2.76,2.19,2.41,1.97,54.71,3.56,64.91,2,11984,93.06,49.69,6.3,27.06,1939,3.82,0.65,71700,390,424,28.4,20.7,13,6.14,61.6,43.87,76.04,85.24,56.9,6472.9,16.42,58,123,218,236,881,460,449,784.2771082,531,698.804534465488
"203",32295,2.92,0.47,95.33,1.1,2.76,25.98,9.44,24265,79.26,1.7,48.54,25.57,8.11,12.24,33382,10550,10889,5203,2946,4816,789,3448,19.89,8.95,16.52,27.91,5.69,62.5,6.64,38.64,9.19,27.38,5.44,43.63,8.13,3.09,74.43,75.17,83.64,79.27,71.31,77.79,2.62,2.52670692057594,51.1,1.29,0.55,3.73,2.49,2.56,2.81,2.18,66.21,2.87,48.84,3,448,96.11,60.24,0.45,28.35,1965,3.01,0.1,62000,310,343,33.6,17.8,11.9,2.53,47.41,43.03,60.97,79.66,10.4,3093.5,1.3,1,638.131422276,265,363,249,221,510,140,3923.61487002942,1308
"204",33830,2.52,16.35,79.86,3.36,0.93,38,5.07,12931,87.13,1.69,41.3,10.71,2.72,7.54,35876,10278,11200,6122,4021,9171,933,6309,39.91,5.48,11.9,50.05,6.77,49.44,9.43,46.52,9.34,39.53,3.5,66.11,6.37,2.97,70.81,65.86,77.68,72.92,68.62,74.8,8.48,4.15016257759385,66.52,2.76,0.81,3.24,1.43,2.23,2.58,2.02,42.78,3,63.14,2,1229,91.62,36.98,0.98,20.91,1976,4.53,0.18,80900,290,358,35.1,16.7,11.8,4.15,50.77,27.25,41.99,70.6,33.7,1004.9,0.1,4,29,132,564,525,250,413,562.2019778,1089,5173.52047827372
"205",39127,2.67,1,96.8,1.49,1.23,26.33,8.96,25523,80.46,0.89,48.16,22.21,8.29,12.17,35943,13918,14186,6507,5974,7382,1791,9341,19.34,8.34,17.64,34.8,6.31,62.27,10.44,32.88,7.85,31.31,8.04,55.64,10.33,2.93,63.96,62.38,72.06,71.74,63.9,69.58,4.45,4.16080967107113,37.41,1.56,0.62,3.5,2.19,2.29,2.52,2.14,44.17,1.87,57.58,2,800,94.83,40.24,3.5,25,1945,4.5,0.25,113500,435,493,30.1,21.9,12.8,4.16,51.62,35.91,63.02,74.96,10.9,3580.2,3.37,1,66,403,289,705,538,626,835.3208252,523,6911.64879801671
"206",54909,2.87,55.55,43.31,0.85,0.77,19.49,11.77,16223,68.92,0.53,26.44,29.69,16.2,12.99,20631,10037,17356,4367,2248,9865,912,45865,37.76,14.15,31.32,23.71,11.99,48.29,9.44,35.44,11.54,30.35,10.31,41.96,14.84,3.39,47.94,38.13,44.74,46.06,56.43,64.96,16.24,1.36953869128922,60.11,0.82,0.49,10.45,6.92,2.67,2.66,2.67,51.71,8.54,48.94,3,2479,88.53,51.88,7.87,50.63,1963,10.28,0.7,50100,203,300,30.5,22.3,13,1.37,78.72,51.67,82.34,92.06,27.1,2025.3,3.79,17,74,45,562,19,934,276,314.2553744,576,2810.56907683622
"207",70207,2.89,6.4,64.98,1.93,41.64,15.33,11.09,22183,66.9,0.31,25.76,28.06,20.25,14.93,26398,9686,11818,7200,5301,7859,1041,5425,27.51,21.36,43.01,9.74,14.99,51.33,34.78,19.95,23.68,17.87,11.01,40.05,16.75,3.42,49.97,44.67,55.42,51.51,51.03,59.44,10.19,20.8996253934793,56.23,11.75,13.83,10.19,7.17,2.83,2.86,2.81,32.41,10.41,55.93,2,2645,90.17,32.04,5.33,30.74,1943,10.11,1.91,129600,470,559,31.6,23.7,15.1,20.9,56.65,45.68,78,82.34,7.2,9727.2,2.67,3,84,257,554,141,495.37770786,312.383870967742,153,661,1569.30445515083
"208",2783726,2.72,39.07,45.39,3.74,19.61,14.32,10.76,26301,74.79,0.4,33.16,25.46,14.36,12.72,30707,12899,18258,8569,11251,11581,1346,7438,21.62,15.27,33.95,19.45,11.32,56.5,18.67,23.86,17.62,24.87,11.03,43.87,14.73,3.46,54.35,47.86,62.74,57.06,54.43,62.07,12.08,16.8546401477732,44.13,7.44,7.42,12.29,7.65,2.67,2.94,2.47,45.76,8.78,63.87,2,107865,90.48,41.48,12.57,39.66,1944,7.82,1.01,78700,377,445,27.3,21.1,13.7,16.85,59.85,54.96,89.95,91.3,233,11945.9,29.94,845,55378.5953123913,235,336,574,137,407,40,2040.23655030672,1908
"209",11951,2.5,0.49,97.62,0.73,1.21,12.81,16.12,28989,74.52,0.77,47.82,32.47,5.64,19.27,34563,14915,15002,0,14806,12923,670,31138,9.61,6.54,19.81,19.93,5.59,58.54,26.99,26.11,18.52,26.92,8.94,26.69,12.68,2.98,76.19,75.89,77.49,74.57,62.19,69.83,1.65,2.3680026776002,16.61,0.39,0.23,4.3,2.93,2.41,2.54,2.14,71.96,1.34,45.78,3,446,91.45,68.38,1.79,55.83,1953,2.72,0,63100,369,441,25,17.6,13.4,2.37,78.44,50.4,79.02,91.35,6,1995.8,0.73,0,2324.653248586,3,224,832,1184,74,50,21350.9601588654,1602
"210",10448,2.59,0.85,95.76,0.55,3.43,12.94,9.42,35828,82.54,1.51,49.57,23.05,5.94,21.49,40457,15275,15363,11137,29316,0,1743,9363,6.52,4.49,15.44,14.46,4.53,68.21,18.14,20.03,13.28,23.16,10.7,24.96,12.2,2.99,78.8,77.65,81.8,76.28,75.27,75.31,1.22,1.26339969372129,0,0,0.21,3.18,2.43,2.58,2.65,2.28,83.25,1.86,38.1,3,151,96.4,81.04,1.99,36.42,1968,1.71,0,72100,375,431,22.3,17.2,12.4,1.26,83.62,55.57,68.52,94.61,34.5,303.2,0,0,4255.127260172,330,546,610,490,590,50,49111.0955223201,447
"211",10164,2.66,0.22,98.39,0.85,1.02,14.6,8.23,32073,84.95,1.69,52.32,21.17,2.97,8.59,37789,14562,14595,0,8151,10428,216,8851,6.33,3.83,11.49,27.33,3.17,74.54,29.88,24.3,16.55,28.58,5.66,29.78,8.91,3.16,83.26,84.62,94.21,85.99,82.3,84.74,0.87,0.816607634789453,34.94,0.29,0.01,3.32,2.48,2.66,2.92,2.02,77.71,1.05,40.51,3,107,97.28,70.68,1.87,20.56,1968,0.92,0.28,68900,356,393,24.3,17,11.7,0.82,78.49,52.56,65.02,92.69,4.1,2487.5,0.69,0,1213.0799233594,2,160,150,681,619,3,13528.924865795,527
"212",10632,2.45,0.37,97.96,1.37,0.66,14.86,17.07,21568,72.8,2.6,44.4,36.07,9.9,11.31,27601,11162,11228,10430,9535,5068,1184,3857,16.42,14.33,24.6,15.73,6.76,56.1,27.11,25.27,23.03,24.37,9.23,26.09,11.22,2.93,73.26,72.44,64.77,76.89,64.77,71.86,2.88,1.22272385252069,23.08,0.28,0.37,3.4,2.21,2.33,2.45,2.1,68.52,0.92,50.13,2,301,93.51,65.07,1.66,38.87,1953,6.55,0.41,36700,221,287,24.8,17.3,13.1,1.22,83.62,54.06,79.17,92.54,5.7,1857.4,0.38,0,157,2,4,491,323,3,1333.311719,438,20224.9033013544
"213",20075,2.9,1.63,94.57,3.08,1.72,12.44,3.97,51014,93.87,0.85,60.64,8.75,1.42,7.06,55696,21569,21527,14904,25771,26833,509,13255,2.52,2.18,4.85,42.98,3.5,78.25,25.32,24.51,6.99,40.86,6.62,23.06,10.01,3.25,85.63,86,91.93,85.96,71.16,75.18,0.8,3.83561643835616,39.35,1.51,0.71,3.18,2.51,2.86,3.02,2.22,84.32,0.84,36.27,3,614,91.86,79.8,0,25.9,1982,0.09,0.19,109700,615,668,24.1,22.1,11.7,3.84,60.93,41.43,56.17,82.61,36.3,553.6,1.39,0,3981.8861936087,265,67,269,1206,295,173,21488.8477888354,712
"214",84724,2.56,3.34,94.66,0.98,1.88,13.16,9.63,34995,82.5,0.24,43,23.59,5.41,16.72,41116,15079,15143,14581,10039,13121,511,15090,7.11,6.39,24.31,11.39,6.26,65.59,27.33,16.63,19.06,19.14,10.89,31.45,14.27,3.11,74.29,72.49,82.51,76.59,58.86,64.99,1.91,4.38010481091544,20.1,0.88,0.5,4.35,2.97,2.53,2.87,2.01,68.39,2.64,47.18,3,1404,95.93,60.21,2.49,21.51,1964,2.05,0.17,63400,457,512,24.2,16.2,12.7,4.38,75.32,54.96,88.29,94.46,21.2,3996.4,0.47,4,2129.5417100001,412,292,739,650,466,118,3349.15928190371,1182
"215",20971,2.53,2.68,94.71,2.08,0.97,10.3,14.84,46212,80.31,1.34,63.97,28.78,2.53,18,53689,23105,23429,16942,20319,18746,808,16151,4.26,2.6,7.23,41.98,2.91,67.08,16.01,32.89,5.85,46.11,6.86,26.4,9.73,2.89,84.17,81.39,93.19,74.98,75.75,80.85,0.48,5.37885651614134,29.61,1.59,0.81,2.44,1.76,2.45,2.6,1.84,85.54,0.83,33.13,3,259,96.96,80.73,1.54,35.14,1963,0.33,0.06,109100,486,522,25.7,18.3,11.7,5.38,66.02,61.61,86.72,91.95,10.6,1979.1,3.91,0,3023.6634945138,403,546,126,939,474,122,18943.6054289915,657
"216",19997,2.19,0.44,98.04,1.27,0.78,9.11,12.82,57573,82.35,0.78,65.62,22.37,1.27,14.54,70549,37061,37209,19799,0,28210,2,17552,2.3,1.16,4.2,60.27,3.02,68.76,16.5,31.81,2.73,54.37,8.36,29.11,13.38,2.82,81.84,83.48,97.02,78.38,48.87,61.41,0.25,5.64584687703155,21.7,1.23,0.34,1.69,1.02,2.19,2.35,1.74,79.19,0.29,37.87,3,644,93.4,73.75,0.47,18.32,1952,0.26,0.22,156000,695,773,21.8,18.1,12.6,5.65,62.1,53.73,79.7,88.33,5,4038.2,0.39,0,316.6345582496,18,51,764,1067,492,2,1928.46206055708,732
"217",19810,2.52,0.19,99.04,0.65,0.61,10.97,14.82,65372,76.84,1.91,75.39,26.54,2.03,15.77,80366,39610,39620,0,90000,31967,2,39358,2.12,0.82,2.95,67.41,1.85,60.02,5.74,38.96,1.59,58.23,3.58,19.58,7.88,2.99,89.5,89.84,94.56,84.39,46.67,56.64,0,3.18021201413428,22.86,0.73,0.35,2.32,1.73,2.52,2.7,1.63,89.08,0.05,20.6,3,259,96.81,83.15,0.77,35.14,1959,0.1,0.37,190800,418,474,22.2,15.3,11.3,3.18,62.83,61.35,87.54,91.42,12,1646.4,0,0,2,330,258,729,752,151,12586.004016,1220,71771.8526804644
"218",20051,2.75,0.36,96.46,1.4,1.39,14.1,10.45,26615,77.63,0.62,32.47,28.08,10.51,18.56,30854,11018,11121,9507,11147,4756,863,9588,14.22,11.77,40.48,4.86,11.35,56.9,28.79,16.71,25.86,11.48,12.46,31.1,16.29,3.25,68.16,64.87,76.22,68.11,43.76,58.64,2.11,4.25415191262281,27.43,1.17,0.73,6.74,4.85,2.75,2.82,2.58,72.68,4.2,51.88,2,495,93.64,70.9,2.02,34.75,1952,4.53,2.49,36100,377,457,26.6,17,13.5,4.25,73.92,61.29,82.96,94.99,2.9,6866.8,0.68,2,1831.4885608617,322,230,254,1323,169,41,11897.105186084,1694
"219",11751,2.74,6.71,92.23,0.18,0.49,14.76,10.2,30147,80.46,0.85,32.71,26.77,3.15,19.44,33454,11797,12159,7066,10955,0,2,4114,7.2,9.31,26.99,9.09,4.43,58.87,23.08,19.52,19.05,18.07,7.97,22.7,11.13,3.09,81.46,78.13,92.79,80.28,56.42,63.41,0.86,0.621223725640371,31.51,0.2,0,3.02,2.47,2.74,2.81,2.52,78.06,2.05,28.68,3,203,95.48,76.16,1.48,38.92,1970,4.17,0.13,55400,265,346,20.4,16.4,11.2,0.62,75.17,61.35,89.62,93.07,11.8,995.2,0.19,1,3,403,144,70,1110,437,1531.892755,416,26796.8066973024
"220",31702,2.44,1.34,96.33,1.56,1.93,11.75,9.22,41045,86.55,1.87,59.2,18.22,2.28,11.6,49898,21503,21748,12589,11899,18294,233,10899,3.31,1.23,5.25,41.83,2.84,73.31,8.11,26.09,4.35,41.3,8,26.57,11.32,2.99,84.33,84.69,94.22,83.79,66.51,73.92,0.41,1.7033625638761,39.81,0.68,0.25,2.81,1.83,2.41,2.73,1.88,70.54,0.79,45.92,3,694,94.92,62.22,2.74,15.56,1976,0.62,0.2,90400,456,526,22.7,19.6,12.8,1.7,64.82,34.98,66.79,81.08,18.6,1708.2,1.6,0,117,330,363,284,17,430,1663.9071902,348,7554.43565137846
"221",17531,2.63,0.35,96.04,0.26,6.87,16.07,13.34,22279,75.38,1.53,43.41,30.89,10.17,11.94,30150,11481,11753,1754,2495,34866,841,3254,18.15,15.82,24.73,16.66,5.23,59.72,12.88,32.52,14.62,22.93,6.5,34.35,9.95,3.13,76.89,75.8,84.62,77.82,72.49,77.87,2.39,1.46027037818721,22.27,0.33,1.35,5.35,3.41,2.48,2.77,2.03,68.35,3.02,50.18,2,307,95.6,61.29,0.98,26.06,1966,5,0.39,57800,279,306,28.5,19.8,12.2,1.46,78.38,49.45,73.89,91.39,11,1588.8,0.62,1,503.8748044377,353,363,65,1326,317,140,6964.09106404483,1397
"222",11732,2.92,0.24,97.58,1.66,0.66,11.14,3.55,52011,93.03,1.65,57.41,9.97,2.73,6.38,55525,20654,20919,17848,14371,5233,632,23221,1.99,1.4,4.18,41.25,3.03,81.61,20.72,20.41,7.69,37.61,6.03,23.32,7.27,3.24,90.52,90.4,95.81,83.73,70.97,76.19,1.05,2.01159222638936,34.32,0.69,0.39,3.64,2.96,2.92,3.05,2.12,89.35,1.22,28.27,3,233,94.52,85.36,0.43,25.75,1981,0.42,0.12,124400,446,508,25,23.8,13.2,2.01,65,44.49,54.2,85.58,21.3,550.5,0.74,1,2163.3509330176,3,516,515,469,619,3,22872.0672776816,208
"223",34298,2.93,1.12,96.92,1.41,0.75,26.12,9.39,28003,80.82,1.78,54.32,24.53,4.2,17.3,37639,12114,12249,8651,4993,9093,899,5673,16.8,4.32,11.5,31.37,5.08,61.25,14.24,34.61,10.16,28.56,5.19,41.77,7.44,2.98,78.01,78.66,87.71,79.78,60.95,70.01,2.04,2.55408478628491,54.22,1.38,0.55,2.78,2.13,2.5,2.68,2.2,68.09,1.44,44.82,3,377,96.88,63.73,1.86,38.99,1960,1.33,0.16,56600,276,329,28.5,14.8,11.9,2.55,77.61,44.2,65.6,92.13,29.5,1163.8,0.29,0,167,300,259,73,1368,334,698.1320954,215,7210.71810426264
"224",29911,2.4,1.68,90.12,4.6,8.38,9.64,7.64,39848,90.06,0.29,50.35,15.67,2.46,9.88,44966,18480,19043,21659,4672,13873,1726,10724,3.22,5.26,14.13,29.98,2.79,77.56,22.92,17.97,10.51,29.59,9.26,29.6,13.55,3.03,81.71,81.54,95.28,77.84,61.68,72.24,1.33,12.7210725151282,42.55,5.41,3.8,4.19,2.67,2.39,2.61,2,70.44,2.78,57.32,2,530,95.92,64.61,0.57,19.62,1975,0.44,0.08,113400,599,679,24.8,23.3,12,12.72,66.08,40.96,80.37,87.5,8.4,3567.6,2.84,0,927.3031925094,330,363,3,1216,295,122,5417.0813162696,533
"225",11838,2.48,4.81,93.57,0.39,0.46,13.58,14.17,20518,71.66,1.22,24.38,32.9,7.43,12.6,26243,10906,11215,6268,8826,10010,831,3550,14.07,18.04,40.87,10.8,3.72,60.32,47.12,14.08,36.62,17.39,10.95,19.63,14.39,2.96,75.39,73.11,86.51,78.12,69.21,77.96,1.66,0.498394999155263,69.49,0.35,0.33,2.63,1.88,2.45,2.51,2.31,70.9,2.03,42.41,3,461,91.2,69.17,0.87,46.42,1967,10.74,0.67,46400,187,287,23.8,18.8,13.3,0.5,75.13,56.5,87.94,92.02,56,211.5,0.25,0,49,3,484,704,986,215,1234.1610468,1717,26517.663852002
"226",24288,2.73,0.35,98.04,1.02,1.12,12.92,9.27,38785,84.55,0.45,52.5,21.82,3.4,14.71,43274,16246,16403,2234,7674,12606,1392,8488,3.86,3.61,9.84,27.62,3.39,71.57,21.36,25.27,9.69,30.01,7.23,27.21,10.55,3.12,78.71,80.02,89.04,82,77.48,81.14,1.54,2.11215415019763,23,0.49,0.37,3.52,2.68,2.71,2.95,2.04,79.92,1.45,39.29,3,393,95.77,73.3,0.76,15.52,1965,0.42,0.05,87900,508,545,25.9,20.4,12.5,2.11,72.83,57.95,80.53,90.9,8.4,2896.5,2.21,0,1288.9414987665,379,403,250,1366,594,28,8526.60366751688,1236
"227",15302,2.75,3.37,94.39,0.3,2.37,14.39,11.95,25058,74.48,0.32,34.26,32.33,9.02,21.79,29216,10383,10294,12631,11155,21818,897,6571,12.29,8.54,27.43,5.57,9.63,56.53,34.95,20.45,26.5,14.58,8.69,24.73,12.81,3.14,73.11,72.08,82.91,74.85,67.54,68.46,3.06,0.594693504117109,0,0,0.3,4.28,3.33,2.71,2.79,2.38,83.05,2.39,41.24,3,184,96.8,80.68,2.72,47.28,1961,3.33,0.66,43300,260,318,31.5,17.3,13.3,0.59,86.14,58.83,92.43,96.45,24.7,620.3,0.45,2,1674.8958953318,379,8,169,1210,168,3,13487.7525508548,1493
"228",70745,2.53,1.03,94.21,4.14,1.16,11.93,9.2,34922,83.74,0.87,54.65,20.53,4.8,12.35,43554,16533,16923,11676,6730,9386,182,11842,7.85,4.97,10.91,33.17,3.5,70.42,7.95,41.59,8.11,33.01,7.36,30.01,10.11,3.09,80.61,81.23,88.61,80.88,70.36,77.18,1.71,5.22015690154781,61.87,3.23,1.38,3.58,2.36,2.45,2.73,1.89,73.95,1.87,45.32,3,1048,96.38,66.23,1.24,25.76,1966,2.05,0.33,71900,387,416,23.6,18.6,11.7,5.22,62.35,46.25,73.07,84.27,30.5,2318.3,3.66,3,1478.2177573919,149,557,692,591,185,101,3091.69235619747,1076
"229",13874,2.5,0.22,98.46,0.93,0.92,11.48,11.7,36532,81.38,0,56.81,27.59,3.27,17.92,43487,15892,15971,10721,11134,9110,294,16216,3.73,4.21,17.33,15.84,4.14,66.98,24,22.64,13.09,23.92,8.92,29.3,12.39,3.07,80.24,79.64,95.18,74.78,52.55,68.41,0.99,5.03099322473692,10.46,0.53,0.58,3.65,2.47,2.48,2.73,1.8,80.86,1.28,38.99,3,103,98.18,73.61,0,21.36,1957,1.24,0.23,72300,453,502,24.5,19,13.9,5.03,76.97,61.66,87.63,95.27,2.3,6085.1,0.53,0,1637.1075999909,379,213,660,715,151,101,16066.7983277418,503
"230",23285,3.5,2.31,94.57,1.48,1.61,42.76,6.06,19185,81.11,1.43,46.83,18.97,8.77,12.32,29357,9032,9133,5867,6225,11857,1149,7039,38.74,8.67,15.29,39.3,8.22,49.8,5.12,41.81,7.63,31.03,4.33,68.29,6.72,2.97,65.84,66.34,75.9,65.91,57.65,65,2.9,2.56817693794288,46.99,1.21,0.46,3.53,3.5,2.55,2.57,2.54,38.17,1.92,51.65,2,410,94.2,37.88,0.98,36.1,1964,4.35,0.41,59700,352,408,35.1,19.5,12.3,2.57,79.04,23.42,37.94,92.2,7.5,3108,1.01,0,1085.8704315593,206,315,128,1334,341,140,6900.88224848314,1063
"231",33530,2.53,8.37,88.59,0.87,3.85,14.1,15.58,22469,68.87,1.03,42.99,35.43,9.38,17.69,28394,11982,12422,6602,9659,27067,1551,10473,17.86,9.49,25.01,13.9,7.32,52.57,19.79,27.4,18.29,22.72,12.38,31.44,14.53,2.93,67.77,65.35,71.46,75.45,52.8,68.05,3.15,1.98926334625708,21.29,0.42,1,3.41,2.15,2.3,2.46,2.02,67.39,0.96,51.26,2,1050,92.67,62.98,2.38,46.1,1948,4.93,0.25,37100,220,296,27.1,16.5,13.2,1.99,76.98,52.16,79.68,91.33,17.5,1917.3,1.06,3,1893.2360192875,220,352,413,160,287,101,7361.27652635699,1229
"232",10885,2.47,0.07,92.22,0.38,0.41,13.21,15.72,22405,67.07,0.55,39.29,37.25,9.63,21.28,29063,11168,11491,0,7107,7447,2,4269,13.12,11.48,26.85,13.33,9.67,52.9,21.68,24.23,18.29,21.57,9.27,25.98,11.94,3.03,70.79,70.84,74.14,72.46,62.73,72.32,1.96,1.35048231511254,0,0,0.25,4.23,2.86,2.44,2.6,2.02,78.07,1.66,45.61,3,179,96.09,73.44,3.35,42.46,1954,3.48,1.22,42400,228,285,26.3,17.1,12.2,1.35,81.6,59.31,87.01,94.33,36.5,298.2,1.49,0,1094.8803435766,265,171,722,882,323,3,14064.1280990041,1136
